event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,argos:lc,migration-stage,migration-stage-standard,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
1150026230,true,2007-03-27 13:44:00.000,30.484,54.627,,"B","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026231,true,2007-03-29 00:33:00.000,30.545,54.639,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026232,true,2007-03-31 02:18:00.000,30.502,54.646,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026233,true,2007-04-02 14:41:00.000,40.101,56.647,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026234,true,2007-04-06 18:49:00.000,40.116,56.642,,"0","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026235,true,2007-04-06 22:38:00.000,40.112,56.634,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026236,true,2007-04-08 10:15:00.000,40.036,56.628,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026237,true,2007-04-14 00:47:00.000,39.864,56.882,,"2","flight","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026238,true,2007-04-14 19:08:00.000,39.491,57.142,,"0","flight","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026239,true,2007-04-14 22:54:00.000,39.5,57.117,,"A","flight","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026240,true,2007-04-16 06:47:00.000,40.87,57.922,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026241,true,2007-04-16 10:22:00.000,40.853,58.027,,"0","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026242,true,2007-04-18 14:14:00.000,45.367,59.931,,"B","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026243,true,2007-04-20 13:30:00.000,44.6,60.072,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026244,true,2007-04-22 00:51:00.000,44.646,60.054,,"B","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026245,true,2007-04-22 23:12:00.000,44.514,60.047,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026246,true,2007-04-24 00:42:00.000,44.584,60.028,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026247,true,2007-04-26 06:55:00.000,43.645,60.511,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026248,true,2007-04-26 07:53:00.000,43.601,60.501,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026249,true,2007-04-28 13:45:00.000,43.855,60.421,,"B","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026250,true,2007-04-28 22:12:00.000,43.897,60.45,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026251,true,2007-05-02 07:39:00.000,44.479,60.512,,"0","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026252,true,2007-05-02 10:35:00.000,44.523,60.513,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026253,true,2007-05-04 13:41:00.000,43.622,62.278,,"0","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026254,true,2007-05-06 12:54:00.000,43.384,62.281,,"0","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026255,true,2007-05-06 14:31:00.000,43.374,62.289,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026256,true,2007-05-08 22:07:00.000,43.282,62.268,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026257,true,2007-05-12 07:38:00.000,42.992,62.346,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026258,true,2007-05-12 10:19:00.000,42.989,62.332,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026259,true,2007-05-12 13:49:00.000,43.002,62.343,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026260,true,2007-05-12 15:01:00.000,42.953,62.372,,"0","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026261,true,2007-05-14 22:46:00.000,43.03,62.368,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026262,true,2007-05-16 01:13:00.000,42.989,62.396,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026263,true,2007-05-16 02:52:00.000,42.99,62.385,,"0","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026264,true,2007-05-18 02:29:00.000,45.811,65.301,,"0","flight","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026265,true,2007-05-18 07:48:00.000,46.023,65.743,,"0","flight","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026266,true,2007-05-18 10:51:00.000,45.929,66.021,,"1","flight","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026267,true,2007-05-20 07:09:00.000,45.506,66.558,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026268,true,2007-05-20 10:19:00.000,45.462,66.545,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026269,true,2007-05-26 01:39:00.000,45.578,66.589,,"1","flight","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026270,true,2007-05-26 10:56:00.000,45.434,66.729,,"0","flight","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026271,true,2007-05-26 11:35:00.000,45.458,66.728,,"3","flight","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026272,true,2007-05-28 07:14:00.000,47.337,68.18,,"1","flight","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026273,true,2007-05-28 07:15:00.000,47.405,68.165,,"1","flight","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026274,true,2007-05-28 07:16:00.000,47.351,68.199,,"A","flight","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026275,true,2007-05-28 07:32:00.000,47.576,68.393,,"0","flight","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026276,true,2007-05-28 10:33:00.000,48.785,68.861,,"0","flight","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026277,true,2007-05-28 10:50:00.000,48.753,68.834,,"2","flight","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026278,true,2007-05-28 12:14:00.000,48.769,68.833,,"1","flight","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026279,true,2007-05-28 12:16:00.000,48.781,68.839,,"2","flight","spring-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025203,true,2007-08-29 09:47:00.000,48.762,68.853,,"0","flight","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025204,true,2007-08-29 10:32:00.000,48.972,68.748,,"0","flight","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025205,true,2007-08-29 12:22:00.000,48.868,68.713,,"B","flight","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025206,true,2007-08-31 13:50:00.000,47.728,67.187,,"0","flight","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025207,true,2007-08-31 14:23:00.000,47.689,67.175,,"0","flight","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025208,true,2007-09-02 19:54:00.000,46.249,66.831,,"A","flight","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025209,true,2007-09-02 21:36:00.000,46.252,66.804,,"A","flight","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025210,true,2007-09-02 22:02:00.000,46.228,66.824,,"2","flight","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025211,true,2007-09-04 01:32:00.000,44.687,66.85,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025212,true,2007-09-04 02:52:00.000,44.711,66.82,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025213,true,2007-09-04 06:23:00.000,44.68,66.818,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025214,true,2007-09-04 07:31:00.000,44.683,66.841,,"A","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025215,true,2007-09-04 07:53:00.000,44.58,66.807,,"0","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025216,true,2007-09-04 08:00:00.000,44.588,66.77,,"0","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025217,true,2007-09-04 08:11:00.000,44.649,66.805,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025218,true,2007-09-06 07:36:00.000,44.683,66.995,,"0","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025219,true,2007-09-08 13:18:00.000,44.631,66.962,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025220,true,2007-09-08 14:56:00.000,44.684,66.929,,"0","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025221,true,2007-09-08 14:57:00.000,44.613,66.934,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025222,true,2007-09-08 18:19:00.000,44.586,66.918,,"0","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025223,true,2007-09-08 19:13:00.000,44.561,66.905,,"3","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025224,true,2007-09-08 20:00:00.000,44.584,66.939,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025225,true,2007-09-10 00:14:00.000,44.608,66.875,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025226,true,2007-09-10 19:18:00.000,44.699,66.873,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025227,true,2007-09-10 20:10:00.000,44.733,66.843,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025228,true,2007-09-10 21:50:00.000,44.653,66.85,,"0","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025229,true,2007-09-10 22:20:00.000,44.614,66.86,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025230,true,2007-09-12 01:29:00.000,44.698,66.89,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025231,true,2007-09-12 07:45:00.000,44.722,66.881,,"A","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025232,true,2007-09-12 08:07:00.000,44.764,66.916,,"0","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025233,true,2007-09-14 10:50:00.000,44.621,66.885,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025234,true,2007-09-16 12:15:00.000,44.636,66.891,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025235,true,2007-09-16 14:04:00.000,44.631,66.866,,"0","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025236,true,2007-09-18 02:10:00.000,44.749,66.871,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025237,true,2007-09-20 01:31:00.000,44.769,66.874,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025238,true,2007-09-20 01:50:00.000,44.772,66.845,,"0","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025239,true,2007-09-20 10:14:00.000,44.749,66.874,,"B","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025240,true,2007-09-22 07:16:00.000,44.7,66.893,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025241,true,2007-09-22 07:42:00.000,44.762,66.886,,"0","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025242,true,2007-09-22 10:08:00.000,44.721,66.894,,"0","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025243,true,2007-09-22 10:58:00.000,44.745,66.868,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025244,true,2007-09-24 14:45:00.000,44.703,66.862,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025245,true,2007-09-26 00:21:00.000,44.688,66.859,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025246,true,2007-09-26 00:45:00.000,44.714,66.864,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025247,true,2007-09-26 01:06:00.000,44.716,66.859,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025248,true,2007-09-28 10:01:00.000,44.717,66.856,,"A","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025249,true,2007-09-28 10:16:00.000,44.808,66.864,,"B","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025250,true,2007-09-28 10:29:00.000,44.72,66.867,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025251,true,2007-09-30 07:33:00.000,36.471,62.651,,"B","flight","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025252,true,2007-09-30 07:52:00.000,36.434,62.352,,"1","flight","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025253,true,2007-09-30 14:27:00.000,30.303,60.503,,"0","flight","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025254,true,2007-10-02 13:39:00.000,24.979,58.073,,"1","flight","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025255,true,2007-10-04 02:11:00.000,23.811,55.909,,"A","flight","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025256,true,2007-10-04 02:58:00.000,23.624,55.93,,"A","flight","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025257,true,2007-10-06 03:51:00.000,14.305,52.842,,"0","flight","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025258,true,2007-10-08 09:42:00.000,14.329,53.06,,"B","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025259,true,2007-10-10 12:42:00.000,14.121,53.273,,"0","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025260,true,2007-10-12 21:34:00.000,13.879,53.282,,"A","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025261,true,2007-10-14 02:47:00.000,13.852,53.295,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025262,true,2007-10-14 08:51:00.000,13.875,53.313,,"A","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025263,false,2007-10-14 08:51:00.000,13.872,53.315,true,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025264,true,2007-10-16 11:57:00.000,13.881,53.47,,"A","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025265,true,2007-10-18 21:11:00.000,13.72,53.39,,"A","stopover","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025266,true,2007-10-20 04:05:00.000,7.572,52.815,,"B","flight","fall-migration","argos-doppler-shift","Anser albifrons","72413","72413","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026300,true,2007-03-29 08:54:00.000,9.292,54.109,,"0","flight","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026301,true,2007-03-31 08:57:00.000,13.684,54.483,,"B","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026302,true,2007-04-04 02:22:00.000,21.419,55.2,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026303,true,2007-04-14 09:05:00.000,21.567,55.145,,"0","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026304,true,2007-04-22 02:45:00.000,21.709,55.114,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026305,true,2007-04-24 15:33:00.000,21.774,55.25,,"B","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026306,true,2007-04-26 21:11:00.000,21.749,55.268,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026307,true,2007-04-30 11:22:00.000,21.572,55.094,,"B","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026308,true,2007-05-02 14:29:00.000,21.463,55.275,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026309,true,2007-05-04 13:38:00.000,27.905,57.106,,"A","flight","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026310,true,2007-05-06 02:57:00.000,29.464,57.306,,"0","flight","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026311,true,2007-05-08 08:20:00.000,31.564,58.461,,"0","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026312,true,2007-05-08 11:37:00.000,31.598,58.407,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026313,true,2007-05-10 14:34:00.000,31.589,58.39,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026314,true,2007-05-12 13:47:00.000,31.6,58.356,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026315,true,2007-05-14 03:07:00.000,32.669,59.324,,"1","flight","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026316,true,2007-05-14 23:42:00.000,42.148,63.739,,"A","flight","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026317,true,2007-05-16 00:39:00.000,46.008,66.459,,"B","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026318,true,2007-05-16 01:14:00.000,46.049,66.47,,"3","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026319,true,2007-05-16 01:55:00.000,46.03,66.484,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026320,true,2007-05-16 02:18:00.000,45.972,66.482,,"0","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026321,true,2007-05-16 02:54:00.000,46.065,66.457,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026322,true,2007-05-16 06:13:00.000,46.022,66.473,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026323,true,2007-05-16 06:51:00.000,45.985,66.46,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026324,true,2007-05-16 06:58:00.000,45.997,66.477,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026325,true,2007-05-16 07:18:00.000,45.992,66.454,,"3","stopover","spring-migration","argos-doppler-shift","Anser albifrons","72416","72416","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
