event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,argos:lc,migration-stage,migration-stage-standard,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
1150025988,true,2006-03-23 20:52:00.000,9.642,51.621,,"B","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025989,true,2006-04-01 12:32:00.000,14.338,53.054,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025990,true,2006-04-01 16:35:00.000,14.372,53.02,,"B","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025991,true,2006-04-04 02:57:00.000,15.714,53.51,,"0","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025992,true,2006-04-04 04:57:00.000,15.886,53.942,,"A","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025993,true,2006-04-07 00:47:00.000,16.583,54.155,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025994,true,2006-04-07 04:21:00.000,16.6,54.127,,"B","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025995,true,2006-04-10 12:05:00.000,19.741,54.455,,"0","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025996,true,2006-04-10 12:24:00.000,19.746,54.449,,"2","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025997,true,2006-04-10 12:25:00.000,19.74,54.444,,"2","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025998,true,2006-04-10 16:21:00.000,19.76,54.438,,"B","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025999,true,2006-04-13 19:27:00.000,29.041,50.486,,"B","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026000,true,2006-04-16 00:57:00.000,29.391,50.544,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026001,true,2006-04-19 00:21:00.000,29.425,50.543,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026002,true,2006-04-22 11:23:00.000,30.068,51.018,,"A","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026003,true,2006-04-22 14:52:00.000,30.016,51.005,,"1","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026004,true,2006-04-28 00:17:00.000,30.906,51.07,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026005,true,2006-04-28 02:12:00.000,30.899,51.072,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026006,true,2006-05-01 11:16:00.000,32.59,52.039,,"0","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026007,true,2006-05-04 10:40:00.000,33.282,52.331,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026008,true,2006-05-04 15:04:00.000,33.322,52.382,,"B","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026009,true,2006-05-10 01:51:00.000,33.346,52.354,,"0","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026010,true,2006-05-10 23:27:00.000,33.318,52.364,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026011,true,2006-05-13 03:20:00.000,33.528,52.484,,"0","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026012,true,2006-05-13 04:05:00.000,33.514,52.498,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026013,true,2006-05-13 08:09:00.000,33.541,52.487,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026014,true,2006-05-16 08:27:00.000,46.634,66.559,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026015,true,2006-05-16 10:15:00.000,46.621,66.566,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026016,true,2006-05-16 12:01:00.000,46.653,66.584,,"0","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026017,true,2006-05-16 13:34:00.000,46.691,66.552,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026018,true,2006-05-16 13:46:00.000,46.698,66.558,,"0","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026019,true,2006-05-16 15:11:00.000,46.687,66.557,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026020,true,2006-05-19 12:23:00.000,46.579,66.546,,"0","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026021,true,2006-05-19 14:03:00.000,46.66,66.542,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026022,true,2006-05-19 14:12:00.000,46.658,66.551,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026023,true,2006-05-19 19:05:00.000,46.664,66.548,,"0","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026024,true,2006-05-19 22:26:00.000,46.646,66.542,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026025,true,2006-05-19 23:19:00.000,46.662,66.545,,"3","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026026,true,2006-05-22 00:35:00.000,46.607,66.574,,"3","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026027,true,2006-05-22 01:21:00.000,46.605,66.572,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026028,true,2006-05-22 03:03:00.000,46.6,66.572,,"3","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026029,true,2006-05-22 03:06:00.000,46.61,66.571,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026030,true,2006-05-22 03:56:00.000,46.605,66.571,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026031,true,2006-05-22 19:36:00.000,46.561,66.581,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026032,true,2006-05-22 22:42:00.000,46.612,66.58,,"B","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026033,true,2006-05-22 23:35:00.000,46.601,66.576,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026034,true,2006-05-25 03:21:00.000,46.667,66.533,,"B","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026035,true,2006-05-25 03:31:00.000,46.75,66.546,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026036,true,2006-05-25 06:55:00.000,46.606,66.595,,"B","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026037,true,2006-05-25 07:37:00.000,46.601,66.582,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026038,true,2006-05-25 08:28:00.000,46.539,66.709,,"0","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026039,true,2006-05-25 08:32:00.000,46.597,66.704,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026040,true,2006-05-25 10:05:00.000,46.59,66.694,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026041,true,2006-05-25 10:07:00.000,46.602,66.7,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026042,true,2006-05-25 10:10:00.000,46.63,66.702,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026043,true,2006-05-25 11:00:00.000,46.659,66.686,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026044,true,2006-05-25 11:43:00.000,46.618,66.693,,"3","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026045,true,2006-05-25 11:45:00.000,46.612,66.693,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026046,true,2006-05-28 07:18:00.000,49.253,67.628,,"3","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026047,true,2006-05-28 07:19:00.000,49.248,67.629,,"3","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026048,true,2006-05-28 07:20:00.000,49.246,67.628,,"3","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026049,true,2006-05-28 07:49:00.000,49.25,67.627,,"2","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026050,true,2006-05-28 11:10:00.000,49.256,67.631,,"3","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026051,true,2006-05-31 14:29:00.000,53.385,68.358,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026052,true,2006-05-31 17:46:00.000,53.384,68.358,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026053,true,2006-05-31 22:03:00.000,53.333,68.346,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026054,true,2006-05-31 22:38:00.000,53.362,68.355,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026055,true,2006-06-03 02:44:00.000,53.43,68.36,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026056,true,2006-06-03 03:20:00.000,53.408,68.355,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026057,true,2006-06-03 18:18:00.000,53.479,68.348,,"1","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026058,true,2006-06-03 23:13:00.000,53.41,68.362,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026059,true,2006-06-03 23:45:00.000,53.387,68.363,,"3","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026060,true,2006-06-06 02:07:00.000,55.922,68.598,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026061,true,2006-06-06 07:07:00.000,55.913,68.598,,"A","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026062,true,2006-06-06 07:16:00.000,55.927,68.597,,"2","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026063,true,2006-06-06 07:47:00.000,55.978,68.564,,"B","stopover","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026064,true,2006-06-09 06:45:00.000,60.212,69.793,,"1","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026065,true,2006-06-09 07:08:00.000,60.225,69.796,,"2","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026066,true,2006-06-09 07:35:00.000,60.248,69.806,,"1","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026067,true,2006-06-09 07:44:00.000,60.246,69.804,,"2","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150026068,true,2006-06-09 12:42:00.000,67.173,69.932,,"0","flight","spring-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025089,true,2006-08-23 06:09:00.000,102.625,74.498,,"A","flight","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025090,true,2006-08-29 14:59:00.000,94.782,73.25,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025091,true,2006-08-29 15:30:00.000,94.794,73.283,,"B","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025092,true,2006-08-29 16:37:00.000,94.831,73.255,,"3","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025093,true,2006-08-29 20:00:00.000,94.813,73.256,,"3","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025094,true,2006-08-29 20:12:00.000,94.827,73.244,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025095,true,2006-08-29 20:39:00.000,94.798,73.247,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025096,true,2006-08-29 21:43:00.000,94.806,73.256,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025097,true,2006-08-29 21:52:00.000,94.851,73.245,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025098,true,2006-08-29 23:22:00.000,94.822,73.25,,"3","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025099,true,2006-08-29 23:35:00.000,94.815,73.252,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025100,true,2006-09-04 00:20:00.000,78.743,69.987,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025101,true,2006-09-04 01:56:00.000,78.807,69.983,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025102,true,2006-09-04 02:01:00.000,78.807,69.985,,"3","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025103,true,2006-09-04 04:46:00.000,78.819,69.991,,"A","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025104,true,2006-09-04 20:43:00.000,78.777,69.986,,"A","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025105,true,2006-09-04 21:37:00.000,78.738,69.985,,"0","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025106,true,2006-09-04 22:23:00.000,78.737,69.988,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025107,true,2006-09-04 22:25:00.000,78.756,69.991,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025108,true,2006-09-10 00:52:00.000,74.913,69.819,,"0","flight","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025109,true,2006-09-10 02:33:00.000,72.574,69.839,,"B","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025110,true,2006-09-10 05:22:00.000,72.629,69.826,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025111,true,2006-09-10 05:44:00.000,72.632,69.834,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025112,true,2006-09-10 05:54:00.000,72.678,69.831,,"3","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025113,true,2006-09-10 05:56:00.000,72.562,69.83,,"0","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025114,true,2006-09-10 09:18:00.000,72.603,69.845,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025115,true,2006-09-10 10:22:00.000,72.611,69.829,,"3","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025116,true,2006-09-10 10:39:00.000,72.615,69.826,,"B","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025117,true,2006-09-16 06:25:00.000,72.457,69.837,,"3","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025118,true,2006-09-16 06:35:00.000,72.455,69.83,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025119,true,2006-09-16 06:41:00.000,72.464,69.834,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025120,true,2006-09-16 08:03:00.000,72.439,69.829,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025121,true,2006-09-16 08:05:00.000,72.478,69.829,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025122,true,2006-09-16 09:57:00.000,72.466,69.834,,"A","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025123,true,2006-09-16 09:58:00.000,72.458,69.833,,"3","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025124,true,2006-09-16 11:41:00.000,72.567,69.814,,"B","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025125,true,2006-09-16 13:20:00.000,72.545,69.843,,"A","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025126,true,2006-09-16 16:26:00.000,72.457,69.838,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025127,true,2006-09-22 12:27:00.000,72.34,69.837,,"3","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025128,true,2006-09-22 12:36:00.000,72.355,69.844,,"3","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025129,true,2006-09-22 17:24:00.000,72.34,69.843,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025130,true,2006-09-22 20:58:00.000,72.361,69.842,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025131,true,2006-09-22 22:17:00.000,72.4,69.856,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025132,true,2006-09-22 22:40:00.000,72.286,69.859,,"0","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025133,true,2006-09-28 02:54:00.000,63.926,65.727,,"B","flight","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025134,true,2006-09-28 21:41:00.000,64.258,62.818,,"2","flight","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025135,true,2006-09-28 23:21:00.000,64.262,62.819,,"2","flight","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025136,true,2006-09-28 23:48:00.000,64.32,62.824,,"B","flight","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025137,true,2006-10-04 06:15:00.000,62.661,61.138,,"3","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025138,true,2006-10-04 06:48:00.000,62.656,61.136,,"3","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025139,true,2006-10-04 08:28:00.000,62.698,61.142,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025140,true,2006-10-04 09:29:00.000,62.667,61.132,,"A","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025141,true,2006-10-04 09:32:00.000,62.65,61.135,,"3","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025142,true,2006-10-04 09:33:00.000,62.681,61.14,,"0","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025143,true,2006-10-04 10:11:00.000,62.653,61.138,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025144,true,2006-10-04 11:08:00.000,62.663,61.143,,"2","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025145,true,2006-10-04 11:11:00.000,62.707,61.14,,"0","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025146,true,2006-10-10 07:17:00.000,56.103,57.995,,"0","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
1150025147,true,2006-10-10 11:44:00.000,56.093,57.997,,"1","stopover","fall-migration","argos-doppler-shift","Anser albifrons","62350","62350","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)"
